,book_id,user_id,rating
320,4,12381,5
321,4,12874,5
322,4,12946,5
323,4,13034,4
324,4,13776,4
325,4,13794,4
326,4,14192,4
327,4,14207,3
328,4,14546,5
329,4,14603,5
330,4,15604,3
331,4,17228,5
332,4,17643,5
333,4,17663,5
334,4,17984,5
335,4,18031,5
336,4,18313,5
337,4,19526,5
338,4,19724,5
339,4,19729,4
340,4,20406,2
341,4,20467,4
342,4,21217,4
343,4,21228,3
344,4,21487,5
345,4,21676,3
346,4,21733,5
347,4,23576,5
348,4,24326,5
349,4,25164,5
350,4,25182,5
351,4,25840,3
352,4,26579,3
353,4,26629,4
354,4,26661,5
355,4,27499,5
356,4,27834,5
357,4,27934,4
358,4,28767,5
359,4,29123,3
360,4,29703,5
361,4,30283,4
362,4,30313,5
363,4,30681,5
364,4,30944,5
365,4,32305,5
366,4,32338,4
367,4,32592,5
368,4,32745,4
369,4,32748,5
370,4,32918,5
371,4,32923,5
372,4,33065,5
373,4,33697,5
374,4,33716,4
375,4,33872,5
376,4,34688,4
377,4,36099,5
378,4,37284,3
379,4,37834,4
380,4,39423,5
381,4,42404,5
382,4,43985,5
383,4,44243,3
384,4,44397,5
385,4,45269,5
386,4,46482,5
387,4,47411,4
388,4,47730,5
389,4,47800,5
390,4,48482,3
391,4,48559,5
392,4,48687,5
393,4,49298,5
394,4,50102,5
395,4,51460,5
396,4,51838,4
397,4,52036,3
398,4,53245,5
399,4,53292,5
400,5,314,4
401,5,1169,5
402,5,1952,5
403,5,2324,5
404,5,2487,3
405,5,2900,5
406,5,3022,1
407,5,3662,4
408,5,3739,5
409,5,3922,2
410,5,5115,3
411,5,5461,5
412,5,6342,5
413,5,6630,3
414,5,7001,5
415,5,8167,4
416,5,8370,3
417,5,9246,3
418,5,10111,5
419,5,10246,4
420,5,10402,4
421,5,10944,3
422,5,11691,5
423,5,11692,4
424,5,11868,3
425,5,11927,5
426,5,11945,4
427,5,12381,4
428,5,12476,5
429,5,12874,4
430,5,12946,5
431,5,13034,4
432,5,13776,4
433,5,13794,2
434,5,14546,2
435,5,14603,4
436,5,15547,2
437,5,17228,5
438,5,17643,2
439,5,17663,5
440,5,18031,5
441,5,18313,2
442,5,19526,4
443,5,19724,5
444,5,19729,4
445,5,20406,5
446,5,20467,4
447,5,21217,4
448,5,21228,4
449,5,21487,5
450,5,21676,4
451,5,21733,4
452,5,22602,5
453,5,23576,5
454,5,24499,3
455,5,25164,4
456,5,25182,5
457,5,25840,3
458,5,26629,5
459,5,26661,5
460,5,27499,5
461,5,27834,4
462,5,28158,4
463,5,28767,2
464,5,29703,5
465,5,29819,2
466,5,30681,3
467,5,30944,4
468,5,32338,3
469,5,32635,3
470,5,32748,4
471,5,32923,5
472,5,33065,4
473,5,33697,5
474,5,33716,4
475,5,33872,4
476,5,34688,3
477,5,36099,3
478,5,37284,2
479,5,38798,2
480,5,39423,2
481,5,41074,3
482,5,42404,3
483,5,44243,2
484,5,44397,5
485,5,45269,4
486,5,45493,5
487,5,45554,5
488,5,46139,4
489,5,46421,5
490,5,46482,5
491,5,47800,3
492,5,48559,3
493,5,48687,5
494,5,49298,2
495,5,50104,5
496,5,51166,4
497,5,51838,4
498,5,52036,4
499,5,53292,5
500,6,173,5
501,6,314,5
502,6,725,5
503,6,2077,2
504,6,2171,5
505,6,3662,5
506,6,5379,5
507,6,6016,5
508,6,8440,4
509,6,8612,4
510,6,9195,3
511,6,9246,2
512,6,9722,5
513,6,10727,5
514,6,11599,4
515,6,11691,3
516,6,11927,5
517,6,12476,4
518,6,13282,5
519,6,14222,4
520,6,14285,4
521,6,15318,4
522,6,16569,5
523,6,16913,5
524,6,17329,5
525,6,17405,4
526,6,17984,4
527,6,18031,1
528,6,18179,1
529,6,18199,5
530,6,18316,5
531,6,18361,5
532,6,18550,4
533,6,18798,4
534,6,18957,5
535,6,20076,4
536,6,20782,4
537,6,21228,4
538,6,22212,4
539,6,22534,3
540,6,24326,5
541,6,25030,3
542,6,26146,3
543,6,26244,5
544,6,26398,4
545,6,26942,4
546,6,28158,3
547,6,28831,4
548,6,29031,4
549,6,29644,5
550,6,29689,3
551,6,30601,5
552,6,30879,5
553,6,31001,4
554,6,31305,4
555,6,31760,4
556,6,32419,4
557,6,32635,5
558,6,32923,4
559,6,33119,5
560,6,33147,5
561,6,33207,4
562,6,33872,2
563,6,34531,4
564,6,35259,2
565,6,35982,2
566,6,36664,3
567,6,37035,4
568,6,37041,3
569,6,38687,3
570,6,38851,5
571,6,39720,4
572,6,40167,3
573,6,40251,5
574,6,40490,3
575,6,41318,3
576,6,43985,4
577,6,45493,4
578,6,47490,5
579,6,47746,5
580,6,48687,5
581,6,49138,5
582,6,49382,5
583,6,49830,5
584,6,50096,5
585,6,50101,5
586,6,50102,5
587,6,50104,5
588,6,50133,5
589,6,50610,3
590,6,51065,5
591,6,51166,5
592,6,51480,2
593,6,51762,4
594,6,52036,2
595,6,52469,5
596,6,52583,5
597,6,52740,2
598,6,53145,5
599,6,53292,5
600,7,439,3
601,7,951,5
602,7,2324,5
603,7,3022,3
604,7,3739,5
605,7,3922,5
606,7,4536,3
607,7,5115,4
608,7,5436,5
609,7,5461,5
610,7,5629,3
611,7,6063,4
612,7,6630,5
613,7,6634,4
614,7,7001,3
615,7,7563,4
616,7,8167,3
617,7,8484,4
618,7,10111,4
619,7,10140,4
620,7,10246,4
621,7,10249,5
622,7,10509,2
623,7,10610,4
624,7,10944,5
625,7,11285,3
626,7,11408,2
627,7,11691,4
628,7,11692,4
629,7,11854,5
630,7,11868,1
631,7,11927,5
632,7,12381,5
633,7,12455,1
634,7,12874,4
635,7,12946,5
636,7,13034,4
637,7,13282,1
638,7,13794,3
639,7,14192,5
640,7,14248,5
641,7,14546,3
642,7,15604,3
643,7,16569,5
644,7,16913,3
645,7,17566,4
646,7,17643,3
647,7,17663,4
648,7,18031,5
649,7,18313,5
650,7,18798,3
651,7,19526,5
652,7,19984,5
653,7,20406,5
654,7,20848,5
655,7,21217,4
656,7,21228,5
657,7,21487,4
658,7,21676,5
659,7,21733,2
660,7,22164,4
661,7,22602,4
662,7,23576,1
663,7,24499,2
664,7,24845,5
665,7,25840,3
666,7,26145,4
667,7,26629,4
668,7,26718,4
669,7,27499,5
670,7,28767,2
671,7,30944,5
672,7,31001,5
673,7,32055,3
674,7,32305,5
675,7,32592,4
676,7,32635,4
677,7,32748,5
678,7,33697,4
679,7,33872,4
680,7,36099,5
681,7,37284,4
682,7,37690,4
683,7,38798,3
684,7,38865,5
685,7,39423,3
686,7,40126,4
687,7,42508,3
688,7,42810,4
689,7,43622,2
690,7,45269,4
691,7,45493,5
692,7,46139,5
693,7,48482,3
694,7,48559,5
695,7,51460,4
696,7,51480,1
697,7,51838,5
698,7,52036,5
699,7,53292,5
700,8,588,3
701,8,1952,4
702,8,2276,4
703,8,2324,5
704,8,2900,3
705,8,3022,1
706,8,3922,1
707,8,4606,2
708,8,5461,4
709,8,6342,5
710,8,6630,4
711,8,7001,5
712,8,9246,4
713,8,9771,5
714,8,10140,3
715,8,10246,5
716,8,11285,3
717,8,11691,5
718,8,11868,2
719,8,11945,5
720,8,12381,3
721,8,12874,4
722,8,12946,4
723,8,13034,4
724,8,13776,4
725,8,13794,2
726,8,13991,4
727,8,14192,4
728,8,14207,4
729,8,14546,2
730,8,14603,5
731,8,17228,4
732,8,17434,5
733,8,17643,1
734,8,18313,1
735,8,19526,4
736,8,19724,3
737,8,19729,5
738,8,20076,4
739,8,20406,2
740,8,20782,4
741,8,20848,5
742,8,21217,4
743,8,21228,4
744,8,21487,3
745,8,21676,3
746,8,21733,2
747,8,22602,3
748,8,23576,5
749,8,24326,5
750,8,24499,3
751,8,25164,4
752,8,25182,5
753,8,25840,2
754,8,26145,3
755,8,26579,3
756,8,26661,5
757,8,27499,3
758,8,27834,4
759,8,28158,3
760,8,28767,2
761,8,30681,4
762,8,30944,3
763,8,32338,3
764,8,32592,4
765,8,32745,4
766,8,32748,5
767,8,32923,5
768,8,33065,3
769,8,33716,4
770,8,33872,4
771,8,36099,4
772,8,36695,4
773,8,37284,5
774,8,37834,4
775,8,38798,4
776,8,39423,3
777,8,42404,2
778,8,42574,4
779,8,42810,3
780,8,43985,3
781,8,45269,5
782,8,45554,5
783,8,46139,3
784,8,46482,5
785,8,47730,5
786,8,47800,5
787,8,48559,4
788,8,48687,5
789,8,49288,5
790,8,49289,5
791,8,49295,5
792,8,49297,5
793,8,50096,5
794,8,50101,5
795,8,50102,5
796,8,50104,5
797,8,50133,5
798,8,51838,4
799,8,53292,5
800,9,439,3
801,9,588,3
802,9,951,1
803,9,3087,3
804,9,3922,3
805,9,4536,3
806,9,5115,3
807,9,5436,4
808,9,5461,4
809,9,6063,3
810,9,6630,4
811,9,7001,4
812,9,7563,1
813,9,8484,5
814,9,9246,4
815,9,9731,3
816,9,10140,2
817,9,10509,5
818,9,10610,3
819,9,10944,4
820,9,11408,1
821,9,11445,4
822,9,11691,3
823,9,11692,3
824,9,11854,1
825,9,11945,4
826,9,11999,3
827,9,12466,1
828,9,12874,5
829,9,13034,5
830,9,13544,3
831,9,13794,2
832,9,13991,4
833,9,14248,3
834,9,14372,2
835,9,14936,4
836,9,15494,3
837,9,15604,4
838,9,16177,2
839,9,17566,4
840,9,17643,3
841,9,17984,4
842,9,18031,3
843,9,18313,5
844,9,18798,2
845,9,18857,3
846,9,19526,3
847,9,19724,4
848,9,21217,4
849,9,21228,5
850,9,21487,3
851,9,22164,3
852,9,23576,2
853,9,23612,3
854,9,24389,4
855,9,24499,2
856,9,24834,5
857,9,24845,4
858,9,25164,3
859,9,25214,3
860,9,26053,2
861,9,26398,5
862,9,26661,3
863,9,27834,4
864,9,28767,3
865,9,31001,3
866,9,32055,5
867,9,32592,3
868,9,32748,5
869,9,32918,5
870,9,32923,3
871,9,33697,2
872,9,33716,3
873,9,36099,4
874,9,36695,4
875,9,37284,4
876,9,37834,3
877,9,38080,1
878,9,38082,5
879,9,38798,3
880,9,38865,3
881,9,41074,3
882,9,42508,3
883,9,43602,4
884,9,43622,3
885,9,43985,3
886,9,44243,4
887,9,44397,5
888,9,46139,5
889,9,46977,2
890,9,47730,5
891,9,48482,3
892,9,49298,2
893,9,50104,5
894,9,50342,3
895,9,51166,4
896,9,51460,4
897,9,51480,1
898,9,51838,4
899,9,53293,5
900,10,3662,4
901,10,3922,5
902,10,4536,2
903,10,5115,4
904,10,5272,3
905,10,5461,3
906,10,6063,1
907,10,6630,3
908,10,7001,4
909,10,8167,3
910,10,9246,2
911,10,9731,3
912,10,10111,5
913,10,10249,4
914,10,10509,2
915,10,10610,5
916,10,10944,4
917,10,11285,5
918,10,11692,5
919,10,11854,4
920,10,11868,5
921,10,11927,5
922,10,12381,5
923,10,12455,3
924,10,12471,5
925,10,12874,4
926,10,12946,5
927,10,13034,5
928,10,13282,5
929,10,13776,4
930,10,13794,4
931,10,13991,4
932,10,14192,4
933,10,14248,5
934,10,15547,3
935,10,15604,3
936,10,17228,5
937,10,17434,4
938,10,17643,1
939,10,17663,4
940,10,17984,5
941,10,18313,5
942,10,19526,4
943,10,19724,5
944,10,19942,5
945,10,20076,3
946,10,20406,4
947,10,20967,4
948,10,21217,3
949,10,21228,4
950,10,21487,5
951,10,21676,5
952,10,21733,4
953,10,22164,5
954,10,23576,4
955,10,23612,4
956,10,24326,5
957,10,24499,4
958,10,25164,4
959,10,25182,5
960,10,25840,5
961,10,26145,4
962,10,26661,4
963,10,26718,5
964,10,27834,5
965,10,27934,5
966,10,28767,5
967,10,28824,4
968,10,29703,4
969,10,30283,4
970,10,30681,4
971,10,32338,3
972,10,32635,4
973,10,32748,4
974,10,33065,5
975,10,36099,5
976,10,39423,3
977,10,41074,3
978,10,42404,5
979,10,42574,4
980,10,44397,5
981,10,46482,5
982,10,47411,2
983,10,47730,5
984,10,47800,5
985,10,48559,4
986,10,48687,5
987,10,49288,5
988,10,49289,5
989,10,49295,5
990,10,49297,5
991,10,50096,5
992,10,50101,5
993,10,50102,5
994,10,50133,5
995,10,50999,5
996,10,51166,3
997,10,51838,4
998,10,52036,4
999,10,53292,5
1000,11,439,4
1001,11,588,4
1002,11,1169,4
1003,11,1952,5
1004,11,2077,3
1005,11,4536,4
1006,11,5115,4
1007,11,5436,4
1008,11,5461,4
1009,11,5645,4
1010,11,6063,4
1011,11,6342,5
1012,11,6630,4
1013,11,7001,5
1014,11,8484,5
1015,11,9246,5
1016,11,9771,5
1017,11,10111,5
1018,11,10140,4
1019,11,10246,3
1020,11,10610,5
1021,11,10727,5
1022,11,10944,4
1023,11,11599,3
1024,11,11692,4
1025,11,11927,2
1026,11,11945,5
1027,11,12381,4
1028,11,12466,3
1029,11,12874,5
1030,11,12946,5
1031,11,13282,3
1032,11,13794,5
1033,11,13991,5
1034,11,14207,4
1035,11,14248,4
1036,11,14546,5
1037,11,16569,4
1038,11,16913,4
1039,11,17663,5
1040,11,17984,4
1041,11,18031,4
1042,11,18361,4
1043,11,18857,5
1044,11,19526,4
1045,11,19729,4
1046,11,20467,4
1047,11,20848,5
1048,11,20967,3
1049,11,21217,3
1050,11,21733,2
1051,11,22602,5
1052,11,23576,4
1053,11,23612,4
1054,11,24326,3
1055,11,24499,5
1056,11,24834,5
1057,11,26244,4
1058,11,26398,4
1059,11,26579,4
1060,11,26661,5
1061,11,28767,3
1062,11,28824,1
1063,11,29703,5
1064,11,30233,5
1065,11,30313,4
1066,11,30601,5
1067,11,32592,4
1068,11,32748,4
1069,11,32923,5
1070,11,33065,2
1071,11,33716,5
1072,11,33872,5
1073,11,36240,5
1074,11,36695,3
1075,11,37284,4
1076,11,38080,5
1077,11,38082,5
1078,11,38798,3
1079,11,42404,4
1080,11,43622,4
1081,11,43985,4
1082,11,45269,4
1083,11,46139,5
1084,11,47746,3
1085,11,47800,5
1086,11,48559,5
1087,11,48687,5
1088,11,49288,5
1089,11,49289,5
1090,11,49295,5
1091,11,49297,5
1092,11,49298,5
1093,11,50096,5
1094,11,50101,5
1095,11,50104,5
1096,11,50133,5
1097,11,51166,5
1098,11,51480,3
1099,11,51762,5
1100,12,314,4
1101,12,725,4
1102,12,1136,4
1103,12,2077,3
1104,12,2171,5
1105,12,3114,4
1106,12,3662,4
1107,12,5379,4
1108,12,7563,2
1109,12,8440,2
1110,12,8669,4
1111,12,9722,4
1112,12,11599,3
1113,12,11691,3
1114,12,11927,3
1115,12,12476,2
1116,12,13000,4
1117,12,13274,4
1118,12,13282,5
1119,12,13826,4
1120,12,14222,4
1121,12,14285,3
1122,12,15054,3
1123,12,15494,3
1124,12,16569,4
1125,12,16587,3
1126,12,16913,5
1127,12,17242,4
1128,12,17984,5
1129,12,18199,3
1130,12,18316,5
1131,12,18798,2
1132,12,18957,4
1133,12,19171,5
1134,12,19724,4
1135,12,20782,4
1136,12,20991,4
1137,12,21217,3
1138,12,21228,5
1139,12,21713,5
1140,12,24326,3
1141,12,24499,4
1142,12,24582,3
1143,12,26398,4
1144,12,26750,4
1145,12,28158,3
1146,12,28831,4
1147,12,29031,3
1148,12,29123,2
1149,12,29644,5
1150,12,30283,5
1151,12,31305,2
1152,12,31760,3
1153,12,32058,4
1154,12,32419,3
1155,12,32635,3
1156,12,32748,3
1157,12,33147,4
1158,12,33207,3
1159,12,33872,5
1160,12,34531,4
1161,12,34688,3
1162,12,35259,4
1163,12,35982,3
1164,12,36031,4
1165,12,36695,3
1166,12,37041,4
1167,12,37153,4
1168,12,37834,4
1169,12,38082,5
1170,12,40251,4
1171,12,40251,4
1172,12,40490,3
1173,12,40566,5
1174,12,43985,3
1175,12,45493,5
1176,12,48291,4
1177,12,48297,2
1178,12,48482,3
1179,12,48687,5
1180,12,49288,5
1181,12,49289,5
1182,12,49295,5
1183,12,49297,5
1184,12,49830,5
1185,12,50101,5
1186,12,50102,5
1187,12,50104,5
1188,12,50133,5
1189,12,50610,2
1190,12,51065,3
1191,12,51166,4
1192,12,51762,5
1193,12,51838,4
1194,12,52007,1
1195,12,52036,1
1196,12,52469,5
1197,12,52583,5
1198,12,53145,5
1199,12,53245,3
1200,13,1169,3
1201,13,2324,5
1202,13,3022,2
1203,13,3662,5
1204,13,3922,5
1205,13,5115,4
1206,13,6063,4
1207,13,6342,5
1208,13,7001,3
1209,13,8167,4
1210,13,8370,4
1211,13,8484,3
1212,13,8510,3
1213,13,9246,3
1214,13,9731,3
1215,13,10249,3
1216,13,10288,3
1217,13,10509,5
1218,13,10610,5
1219,13,10944,4
1220,13,11285,3
1221,13,11408,3
1222,13,11691,5
1223,13,11692,5
1224,13,11868,5
1225,13,11927,4
1226,13,11945,4
1227,13,12381,5
1228,13,12471,4
1229,13,12874,4
1230,13,12946,5
1231,13,13282,5
1232,13,13776,4
1233,13,13794,3
1234,13,14546,5
1235,13,14603,5
1236,13,15604,5
1237,13,16569,3
1238,13,17434,3
1239,13,17643,5
1240,13,19526,5
1241,13,19724,5
1242,13,19942,2
1243,13,20406,5
1244,13,20782,3
1245,13,21217,4
1246,13,21228,4
1247,13,21676,5
1248,13,21733,5
1249,13,23612,5
1250,13,25164,4
1251,13,25840,2
1252,13,26145,3
1253,13,26629,5
1254,13,26718,5
1255,13,27834,4
1256,13,27934,5
1257,13,29819,4
1258,13,30313,4
1259,13,30794,4
1260,13,32338,4
1261,13,32635,4
1262,13,32745,4
1263,13,32748,5
1264,13,32918,4
1265,13,33065,4
1266,13,33697,5
1267,13,33716,4
1268,13,36099,5
1269,13,36695,4
1270,13,37284,5
1271,13,37834,4
1272,13,38865,2
1273,13,42508,4
1274,13,42574,4
1275,13,43622,4
1276,13,43985,4
1277,13,44397,5
1278,13,45269,5
1279,13,45493,4
1280,13,45554,4
1281,13,46482,5
1282,13,47411,3
1283,13,47800,5
1284,13,48482,5
1285,13,48559,4
1286,13,48687,5
1287,13,49288,5
1288,13,49289,5
1289,13,49295,5
1290,13,49297,5
1291,13,49298,2
1292,13,50096,5
1293,13,50101,5
1294,13,50104,5
1295,13,50133,5
1296,13,50999,3
1297,13,51480,2
1298,13,51838,4
1299,13,52036,5
1300,14,951,5
1301,14,1169,3
1302,14,1952,5
1303,14,2324,5
1304,14,3087,3
1305,14,3739,4
1306,14,4536,5
1307,14,5115,3
1308,14,5461,4
1309,14,5645,5
1310,14,6063,4
1311,14,6342,5
1312,14,7001,3
1313,14,8167,4
1314,14,8178,5
1315,14,8370,3
1316,14,8484,3
1317,14,8510,3
1318,14,9246,3
1319,14,10111,4
1320,14,10402,4
1321,14,10944,4
1322,14,11285,3
1323,14,11692,5
1324,14,11927,3
1325,14,11945,4
1326,14,12381,4
1327,14,12874,4
1328,14,12946,5
1329,14,13794,3
1330,14,14546,5
1331,14,14603,4
1332,14,15604,4
1333,14,16569,3
1334,14,17434,4
1335,14,17643,5
1336,14,18313,1
1337,14,19526,5
1338,14,19724,4
1339,14,20406,4
1340,14,20782,4
1341,14,21228,4
1342,14,21676,5
1343,14,21733,3
1344,14,22164,2
1345,14,22602,3
1346,14,23576,2
1347,14,24326,3
1348,14,24834,5
1349,14,25182,4
1350,14,25840,3
1351,14,26145,3
1352,14,26629,4
1353,14,27499,2
1354,14,27834,5
1355,14,27934,4
1356,14,28767,1
1357,14,28824,3
1358,14,29123,5
1359,14,29819,3
1360,14,30313,4
1361,14,30681,1
1362,14,32305,5
1363,14,32635,3
1364,14,32745,4
1365,14,32748,5
1366,14,33065,4
1367,14,33697,5
1368,14,33716,3
1369,14,36099,4
1370,14,37284,3
1371,14,37834,4
1372,14,38865,2
1373,14,41074,4
1374,14,42404,3
1375,14,42574,2
1376,14,42810,4
1377,14,43622,4
1378,14,44397,5
1379,14,45269,4
1380,14,45493,4
1381,14,46421,5
1382,14,46482,5
1383,14,46977,4
1384,14,47411,4
1385,14,47800,5
1386,14,48559,3
1387,14,48687,5
1388,14,49288,5
1389,14,49289,5
1390,14,49295,5
1391,14,49297,5
1392,14,49298,3
1393,14,50096,5
1394,14,50101,5
1395,14,50133,5
1396,14,51460,3
1397,14,51480,3
1398,14,51838,4
1399,14,53292,5
1400,15,588,4
1401,15,1169,4
1402,15,2171,4
1403,15,2324,5
1404,15,2487,4
1405,15,2900,4
1406,15,3087,5
1407,15,3662,4
1408,15,3739,4
1409,15,3922,3
1410,15,5272,5
1411,15,5461,5
1412,15,5645,5
1413,15,5885,4
1414,15,6063,3
1415,15,6698,4
1416,15,7001,4
1417,15,9731,4
1418,15,10140,3
1419,15,10610,3
1420,15,11285,3
1421,15,11408,3
1422,15,11569,4
1423,15,11691,4
1424,15,11692,5
1425,15,11927,2
1426,15,12381,5
1427,15,12874,4
1428,15,12946,4
1429,15,13034,4
1430,15,13274,5
1431,15,13282,5
1432,15,13544,4
1433,15,13776,5
1434,15,13794,5
1435,15,13991,5
1436,15,14192,4
1437,15,14546,5
1438,15,14603,5
1439,15,15604,3
1440,15,16569,4
1441,15,16913,5
1442,15,17228,5
1443,15,17434,4
1444,15,17566,4
1445,15,17984,4
1446,15,18031,5
1447,15,18361,5
1448,15,18798,3
1449,15,19724,5
1450,15,19729,4
1451,15,19942,4
1452,15,21676,5
1453,15,22164,4
1454,15,22602,4
1455,15,23303,4
1456,15,23576,5
1457,15,23612,5
1458,15,24326,5
1459,15,24499,3
1460,15,25164,4
1461,15,25182,3
1462,15,25840,5
1463,15,26629,4
1464,15,27499,4
1465,15,28767,3
1466,15,30233,4
1467,15,30313,4
1468,15,30681,4
1469,15,32338,4
1470,15,32745,4
1471,15,32748,4
1472,15,32923,5
1473,15,33065,5
1474,15,33697,5
1475,15,33716,4
1476,15,36099,5
1477,15,36695,4
1478,15,37284,3
1479,15,37834,5
1480,15,38082,5
1481,15,38475,4
1482,15,42508,4
1483,15,42810,3
1484,15,43622,3
1485,15,44397,5
1486,15,45493,3
1487,15,45554,5
1488,15,47800,5
1489,15,48440,4
1490,15,48559,5
1491,15,48687,5
1492,15,49298,4
1493,15,50096,5
1494,15,50101,5
1495,15,50104,5
1496,15,50133,5
1497,15,51460,5
1498,15,51480,3
